date,location,aqi,parameter
2023-05-04T16:02:50+00:00,LESBreathe2,5.3,pm25
2023-05-04T16:02:47+00:00,PM - Chung Pak 4th Floor Rooftop,10.3,pm25
2023-05-04T16:02:44+00:00,PM - Chung Pak 13th Floor Rooftop,13.6,pm25
2023-05-04T16:02:33+00:00,Red Hook Initiative,7.4,pm25
2023-05-04T16:02:25+00:00,Columbia St,9.6,pm25
2023-05-04T16:02:24+00:00,LESBreathe1,5.6,pm25
2023-05-04T16:02:18+00:00,Hell's Kitchen,5.7,pm25
2023-05-04T16:02:17+00:00,Driggs 285,6.1,pm25
2023-05-04T16:02:10+00:00,LES Breathe 4 - Williamsburg Bridge,10.4,pm25
2023-05-04T16:02:09+00:00,Purple Lorraine,8.8,pm25
2023-05-04T16:02:07+00:00,NBN - Bushwick and McKibbin,6.2,pm25
2023-05-04T16:02:03+00:00,WESS EH s25,5.1,pm25
2023-05-04T16:02:02+00:00,MottAir01 Chinatown,8.6,pm25
2023-05-04T16:02:01+00:00,W36stNYC2,9.6,pm25
2023-05-04T16:01:58+00:00,Beach JC,6.7,pm25
2023-05-04T16:01:49+00:00,Adelphi St,4.6,pm25
2023-05-04T16:01:44+00:00,20th Street btw 6th &amp; 7th Ave,5.3,pm25
2023-05-04T16:01:28+00:00,PurpleRecords-2,13.8,pm25
2023-05-04T16:01:28+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T16:01:27+00:00,"Hoboken, NJ ",6.0,pm25
2023-05-04T16:01:24+00:00,LESBreathe5,4.3,pm25
2023-05-04T16:01:23+00:00,SunsetPark58th,6.8,pm25
2023-05-04T16:01:23+00:00,Montgomery and JFK Blvd,3.1,pm25
2023-05-04T16:01:19+00:00,Red Hook Farms - Columbia Street Farm 1,7.3,pm25
2023-05-04T16:01:18+00:00,NBN- Norman &amp; Russell,6.6,pm25
2023-05-04T16:00:57+00:00,LESBreathe3,5.2,pm25
2023-05-04T16:00:51+00:00,LESBreathe2,6.3,pm25
2023-05-04T16:00:45+00:00,PM - Chung Pak 4th Floor Rooftop,17.0,pm25
2023-05-04T16:00:44+00:00,PM - Chung Pak 13th Floor Rooftop,18.6,pm25
2023-05-04T16:00:34+00:00,Red Hook Initiative,7.7,pm25
2023-05-04T16:00:26+00:00,Columbia St,13.2,pm25
2023-05-04T16:00:24+00:00,LESBreathe1,4.9,pm25
2023-05-04T16:00:19+00:00,Hell's Kitchen,5.3,pm25
2023-05-04T16:00:17+00:00,Driggs 285,5.2,pm25
2023-05-04T16:00:10+00:00,LES Breathe 4 - Williamsburg Bridge,8.8,pm25
2023-05-04T16:00:09+00:00,Purple Lorraine,9.3,pm25
2023-05-04T16:00:06+00:00,NBN - Bushwick and McKibbin,5.5,pm25
2023-05-04T16:00:03+00:00,WESS EH s25,4.3,pm25
2023-05-04T16:00:02+00:00,MottAir01 Chinatown,7.7,pm25
2023-05-04T16:00:01+00:00,W36stNYC2,19.8,pm25
2023-05-04T16:00:00+00:00,Jersey City FH,4.4,pm25
2023-05-04T16:00:00+00:00,Bklyn - PS 314,6.9,pm25
2023-05-04T16:00:00+00:00,Maspeth,2.5,pm25
2023-05-04T16:00:00+00:00,Bklyn - PS274,6.0,pm25
2023-05-04T15:59:58+00:00,Beach JC,6.8,pm25
2023-05-04T15:59:50+00:00,Adelphi St,4.6,pm25
2023-05-04T15:59:45+00:00,20th Street btw 6th &amp; 7th Ave,5.3,pm25
2023-05-04T15:59:28+00:00,PurpleRecords-2,9.7,pm25
2023-05-04T15:59:27+00:00,"Hoboken, NJ ",5.1,pm25
2023-05-04T15:59:27+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T15:59:24+00:00,LESBreathe5,4.4,pm25
2023-05-04T15:59:23+00:00,SunsetPark58th,6.6,pm25
2023-05-04T15:59:23+00:00,Montgomery and JFK Blvd,2.8,pm25
2023-05-04T15:58:57+00:00,LESBreathe3,5.9,pm25
2023-05-04T15:58:50+00:00,LESBreathe2,12.2,pm25
2023-05-04T15:58:45+00:00,PM - Chung Pak 4th Floor Rooftop,17.2,pm25
2023-05-04T15:58:44+00:00,PM - Chung Pak 13th Floor Rooftop,11.2,pm25
2023-05-04T15:58:33+00:00,Red Hook Initiative,8.4,pm25
2023-05-04T15:58:25+00:00,Columbia St,9.7,pm25
2023-05-04T15:58:24+00:00,LESBreathe1,4.6,pm25
2023-05-04T15:58:05+00:00,MottAir01 Chinatown,8.1,pm25
2023-05-04T15:58:05+00:00,NBN - Bushwick and McKibbin,7.0,pm25
2023-05-04T15:58:03+00:00,WESS EH s25,4.8,pm25
2023-05-04T15:58:01+00:00,W36stNYC2,8.1,pm25
2023-05-04T15:57:58+00:00,Beach JC,6.3,pm25
2023-05-04T15:57:49+00:00,Adelphi St,3.6,pm25
2023-05-04T15:57:44+00:00,20th Street btw 6th &amp; 7th Ave,5.1,pm25
2023-05-04T15:57:28+00:00,PurpleRecords-2,11.4,pm25
2023-05-04T15:57:27+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T15:57:27+00:00,"Hoboken, NJ ",4.8,pm25
2023-05-04T15:57:24+00:00,LESBreathe5,3.5,pm25
2023-05-04T15:57:23+00:00,SunsetPark58th,6.6,pm25
2023-05-04T15:57:23+00:00,Montgomery and JFK Blvd,2.0,pm25
2023-05-04T15:57:19+00:00,Red Hook Farms - Columbia Street Farm 1,8.6,pm25
2023-05-04T15:57:18+00:00,NBN- Norman &amp; Russell,12.8,pm25
2023-05-04T15:56:57+00:00,LESBreathe3,5.1,pm25
2023-05-04T15:56:50+00:00,LESBreathe2,4.5,pm25
2023-05-04T15:56:45+00:00,PM - Chung Pak 4th Floor Rooftop,8.9,pm25
2023-05-04T15:56:44+00:00,PM - Chung Pak 13th Floor Rooftop,4.3,pm25
2023-05-04T15:56:33+00:00,Red Hook Initiative,8.9,pm25
2023-05-04T15:56:24+00:00,LESBreathe1,4.6,pm25
2023-05-04T15:56:17+00:00,Driggs 285,6.6,pm25
2023-05-04T15:56:11+00:00,LES Breathe 4 - Williamsburg Bridge,7.4,pm25
2023-05-04T15:56:10+00:00,Purple Lorraine,9.1,pm25
2023-05-04T15:56:04+00:00,NBN - Bushwick and McKibbin,7.4,pm25
2023-05-04T15:56:03+00:00,WESS EH s25,5.7,pm25
2023-05-04T15:56:02+00:00,MottAir01 Chinatown,9.0,pm25
2023-05-04T15:56:00+00:00,W36stNYC2,8.5,pm25
2023-05-04T15:55:58+00:00,Beach JC,5.8,pm25
2023-05-04T15:55:49+00:00,Adelphi St,3.3,pm25
2023-05-04T15:55:44+00:00,20th Street btw 6th &amp; 7th Ave,5.2,pm25
2023-05-04T15:55:31+00:00,Midtown-West,4.1,pm25
2023-05-04T15:55:28+00:00,PurpleRecords-2,10.3,pm25
2023-05-04T15:55:27+00:00,"Hoboken, NJ ",6.0,pm25
2023-05-04T15:55:26+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T15:55:24+00:00,LESBreathe5,3.5,pm25
2023-05-04T15:55:23+00:00,SunsetPark58th,6.4,pm25
2023-05-04T15:55:23+00:00,Montgomery and JFK Blvd,2.0,pm25
2023-05-04T15:55:19+00:00,Red Hook Farms - Columbia Street Farm 1,8.4,pm25
2023-05-04T15:54:57+00:00,LESBreathe3,6.0,pm25
2023-05-04T15:54:50+00:00,LESBreathe2,4.0,pm25
2023-05-04T15:54:46+00:00,PM - Chung Pak 4th Floor Rooftop,9.1,pm25
2023-05-04T15:54:44+00:00,PM - Chung Pak 13th Floor Rooftop,2.8,pm25
2023-05-04T15:54:40+00:00,WESS EH s25,5.8,pm25
2023-05-04T15:54:33+00:00,Red Hook Initiative,8.1,pm25
2023-05-04T15:54:24+00:00,Columbia St,8.4,pm25
2023-05-04T15:54:24+00:00,LESBreathe1,4.6,pm25
2023-05-04T15:54:04+00:00,NBN - Bushwick and McKibbin,7.2,pm25
2023-05-04T15:54:03+00:00,MottAir01 Chinatown,9.6,pm25
2023-05-04T15:54:01+00:00,W36stNYC2,7.4,pm25
2023-05-04T15:53:58+00:00,Beach JC,5.3,pm25
2023-05-04T15:53:50+00:00,Adelphi St,3.6,pm25
2023-05-04T15:53:44+00:00,20th Street btw 6th &amp; 7th Ave,5.1,pm25
2023-05-04T15:53:29+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T15:53:28+00:00,PurpleRecords-2,10.0,pm25
2023-05-04T15:53:27+00:00,"Hoboken, NJ ",5.4,pm25
2023-05-04T15:53:24+00:00,LESBreathe5,3.8,pm25
2023-05-04T15:53:23+00:00,SunsetPark58th,6.1,pm25
2023-05-04T15:53:23+00:00,Montgomery and JFK Blvd,1.3,pm25
2023-05-04T15:53:19+00:00,Red Hook Farms - Columbia Street Farm 1,7.3,pm25
2023-05-04T15:53:18+00:00,NBN- Norman &amp; Russell,8.5,pm25
2023-05-04T15:52:56+00:00,LESBreathe3,5.6,pm25
2023-05-04T15:52:50+00:00,LESBreathe2,4.2,pm25
2023-05-04T15:52:45+00:00,PM - Chung Pak 13th Floor Rooftop,16.7,pm25
2023-05-04T15:52:33+00:00,Red Hook Initiative,8.0,pm25
2023-05-04T15:52:24+00:00,Columbia St,8.9,pm25
2023-05-04T15:52:24+00:00,LESBreathe1,5.9,pm25
2023-05-04T15:52:18+00:00,Hell's Kitchen,6.7,pm25
2023-05-04T15:52:17+00:00,Driggs 285,5.8,pm25
2023-05-04T15:52:10+00:00,LES Breathe 4 - Williamsburg Bridge,5.9,pm25
2023-05-04T15:52:09+00:00,Purple Lorraine,8.6,pm25
2023-05-04T15:52:06+00:00,NBN - Bushwick and McKibbin,9.6,pm25
2023-05-04T15:52:04+00:00,MottAir01 Chinatown,9.0,pm25
2023-05-04T15:52:03+00:00,WESS EH s25,5.7,pm25
2023-05-04T15:52:03+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T15:52:01+00:00,W36stNYC2,10.5,pm25
2023-05-04T15:51:58+00:00,Beach JC,5.4,pm25
2023-05-04T15:51:50+00:00,Adelphi St,3.4,pm25
2023-05-04T15:51:44+00:00,20th Street btw 6th &amp; 7th Ave,4.9,pm25
2023-05-04T15:51:28+00:00,PurpleRecords-2,10.3,pm25
2023-05-04T15:51:27+00:00,"Hoboken, NJ ",4.6,pm25
2023-05-04T15:51:24+00:00,LESBreathe5,4.0,pm25
2023-05-04T15:51:23+00:00,SunsetPark58th,5.7,pm25
2023-05-04T15:51:23+00:00,Montgomery and JFK Blvd,0.9,pm25
2023-05-04T15:51:19+00:00,Red Hook Farms - Columbia Street Farm 1,7.0,pm25
2023-05-04T15:51:18+00:00,NBN- Norman &amp; Russell,4.8,pm25
2023-05-04T15:50:56+00:00,LESBreathe3,4.8,pm25
2023-05-04T15:50:50+00:00,LESBreathe2,4.5,pm25
2023-05-04T15:50:44+00:00,PM - Chung Pak 13th Floor Rooftop,30.5,pm25
2023-05-04T15:50:33+00:00,Red Hook Initiative,9.1,pm25
2023-05-04T15:50:24+00:00,LESBreathe1,5.6,pm25
2023-05-04T15:50:17+00:00,Driggs 285,5.1,pm25
2023-05-04T15:50:10+00:00,LES Breathe 4 - Williamsburg Bridge,5.3,pm25
2023-05-04T15:50:09+00:00,Purple Lorraine,8.0,pm25
2023-05-04T15:50:04+00:00,NBN - Bushwick and McKibbin,8.4,pm25
2023-05-04T15:50:03+00:00,WESS EH s25,6.2,pm25
2023-05-04T15:50:02+00:00,MottAir01 Chinatown,6.4,pm25
2023-05-04T15:50:01+00:00,W36stNYC2,10.5,pm25
2023-05-04T15:49:58+00:00,Beach JC,5.7,pm25
2023-05-04T15:49:50+00:00,Adelphi St,3.2,pm25
2023-05-04T15:49:44+00:00,20th Street btw 6th &amp; 7th Ave,4.8,pm25
2023-05-04T15:49:31+00:00,Midtown-West,6.9,pm25
2023-05-04T15:49:28+00:00,PurpleRecords-2,8.7,pm25
2023-05-04T15:49:27+00:00,"Hoboken, NJ ",5.4,pm25
2023-05-04T15:49:25+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T15:49:24+00:00,LESBreathe5,5.4,pm25
2023-05-04T15:49:23+00:00,SunsetPark58th,5.9,pm25
2023-05-04T15:49:23+00:00,Montgomery and JFK Blvd,1.0,pm25
2023-05-04T15:49:19+00:00,Red Hook Farms - Columbia Street Farm 1,6.5,pm25
2023-05-04T15:49:18+00:00,NBN- Norman &amp; Russell,4.7,pm25
2023-05-04T15:48:56+00:00,LESBreathe3,4.7,pm25
2023-05-04T15:48:50+00:00,LESBreathe2,4.7,pm25
2023-05-04T15:48:44+00:00,PM - Chung Pak 13th Floor Rooftop,22.2,pm25
2023-05-04T15:48:33+00:00,Red Hook Initiative,8.2,pm25
2023-05-04T15:48:24+00:00,Columbia St,13.0,pm25
2023-05-04T15:48:24+00:00,LESBreathe1,5.7,pm25
2023-05-04T15:48:10+00:00,Purple Lorraine,8.0,pm25
2023-05-04T15:48:10+00:00,LES Breathe 4 - Williamsburg Bridge,7.5,pm25
2023-05-04T15:48:04+00:00,NBN - Bushwick and McKibbin,6.8,pm25
2023-05-04T15:48:03+00:00,WESS EH s25,6.3,pm25
2023-05-04T15:48:02+00:00,MottAir01 Chinatown,9.0,pm25
2023-05-04T15:48:01+00:00,W36stNYC2,10.5,pm25
2023-05-04T15:47:59+00:00,Adelphi St,2.9,pm25
2023-05-04T15:47:58+00:00,Beach JC,5.5,pm25
2023-05-04T15:47:44+00:00,20th Street btw 6th &amp; 7th Ave,5.3,pm25
2023-05-04T15:47:28+00:00,PurpleRecords-2,10.2,pm25
2023-05-04T15:47:27+00:00,"Hoboken, NJ ",5.2,pm25
2023-05-04T15:47:26+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T15:47:24+00:00,LESBreathe5,5.1,pm25
2023-05-04T15:47:23+00:00,Montgomery and JFK Blvd,0.0,pm25
2023-05-04T15:47:23+00:00,SunsetPark58th,5.0,pm25
2023-05-04T15:47:19+00:00,Red Hook Farms - Columbia Street Farm 1,7.2,pm25
2023-05-04T15:46:56+00:00,LESBreathe3,4.6,pm25
2023-05-04T15:46:49+00:00,LESBreathe2,4.5,pm25
2023-05-04T15:46:47+00:00,PM - Chung Pak 4th Floor Rooftop,15.8,pm25
2023-05-04T15:46:44+00:00,PM - Chung Pak 13th Floor Rooftop,9.0,pm25
2023-05-04T15:46:33+00:00,Red Hook Initiative,8.0,pm25
2023-05-04T15:46:24+00:00,Columbia St,10.2,pm25
2023-05-04T15:46:24+00:00,LESBreathe1,5.7,pm25
2023-05-04T15:45:44+00:00,20th Street btw 6th &amp; 7th Ave,6.0,pm25
2023-05-04T15:45:31+00:00,Midtown-West,5.9,pm25
2023-05-04T15:45:28+00:00,PurpleRecords-2,8.9,pm25
2023-05-04T15:45:27+00:00,"Hoboken, NJ ",4.4,pm25
2023-05-04T15:45:26+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T15:45:24+00:00,LESBreathe5,5.1,pm25
2023-05-04T15:45:23+00:00,SunsetPark58th,5.1,pm25
2023-05-04T15:45:23+00:00,Montgomery and JFK Blvd,0.2,pm25
2023-05-04T15:45:19+00:00,Red Hook Farms - Columbia Street Farm 1,6.2,pm25
2023-05-04T15:44:56+00:00,LESBreathe3,4.4,pm25
2023-05-04T15:44:49+00:00,LESBreathe2,3.9,pm25
2023-05-04T15:44:45+00:00,PM - Chung Pak 4th Floor Rooftop,10.9,pm25
2023-05-04T15:44:44+00:00,PM - Chung Pak 13th Floor Rooftop,4.9,pm25
2023-05-04T15:44:33+00:00,Red Hook Initiative,8.0,pm25
2023-05-04T15:44:24+00:00,LESBreathe1,6.0,pm25
2023-05-04T15:44:10+00:00,LES Breathe 4 - Williamsburg Bridge,6.7,pm25
2023-05-04T15:44:09+00:00,Purple Lorraine,8.2,pm25
2023-05-04T15:44:04+00:00,NBN - Bushwick and McKibbin,7.8,pm25
2023-05-04T15:44:03+00:00,WESS EH s25,5.6,pm25
2023-05-04T15:44:02+00:00,MottAir01 Chinatown,10.0,pm25
2023-05-04T15:44:01+00:00,W36stNYC2,7.1,pm25
2023-05-04T15:43:58+00:00,Beach JC,5.2,pm25
2023-05-04T15:43:50+00:00,Adelphi St,3.2,pm25
2023-05-04T15:43:44+00:00,20th Street btw 6th &amp; 7th Ave,6.7,pm25
2023-05-04T15:43:31+00:00,Midtown-West,5.8,pm25
2023-05-04T15:43:28+00:00,PurpleRecords-2,8.6,pm25
2023-05-04T15:43:27+00:00,"Hoboken, NJ ",3.8,pm25
2023-05-04T15:43:25+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T15:43:24+00:00,LESBreathe5,4.7,pm25
2023-05-04T15:43:23+00:00,SunsetPark58th,4.9,pm25
2023-05-04T15:43:23+00:00,Montgomery and JFK Blvd,0.0,pm25
2023-05-04T15:43:19+00:00,Red Hook Farms - Columbia Street Farm 1,6.1,pm25
2023-05-04T15:42:56+00:00,LESBreathe3,4.2,pm25
2023-05-04T15:42:49+00:00,LESBreathe2,6.3,pm25
2023-05-04T15:42:47+00:00,PM - Chung Pak 4th Floor Rooftop,9.1,pm25
2023-05-04T15:42:44+00:00,PM - Chung Pak 13th Floor Rooftop,4.1,pm25
2023-05-04T15:42:33+00:00,Red Hook Initiative,7.6,pm25
2023-05-04T15:42:32+00:00,Columbia St,10.5,pm25
2023-05-04T15:42:24+00:00,LESBreathe1,5.5,pm25
2023-05-04T15:42:18+00:00,Hell's Kitchen,5.1,pm25
2023-05-04T15:42:17+00:00,Driggs 285,5.7,pm25
2023-05-04T15:42:10+00:00,LES Breathe 4 - Williamsburg Bridge,6.9,pm25
2023-05-04T15:42:09+00:00,Purple Lorraine,13.7,pm25
2023-05-04T15:42:06+00:00,NBN - Bushwick and McKibbin,6.4,pm25
2023-05-04T15:42:03+00:00,WESS EH s25,5.2,pm25
2023-05-04T15:42:02+00:00,Adelphi St,3.1,pm25
2023-05-04T15:42:02+00:00,MottAir01 Chinatown,13.7,pm25
2023-05-04T15:42:01+00:00,W36stNYC2,8.2,pm25
2023-05-04T15:41:58+00:00,Beach JC,5.3,pm25
2023-05-04T15:41:44+00:00,20th Street btw 6th &amp; 7th Ave,5.3,pm25
2023-05-04T15:41:31+00:00,Midtown-West,6.6,pm25
2023-05-04T15:41:28+00:00,PurpleRecords-2,8.1,pm25
2023-05-04T15:41:27+00:00,"Hoboken, NJ ",4.0,pm25
2023-05-04T15:41:25+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T15:41:24+00:00,LESBreathe5,3.4,pm25
2023-05-04T15:41:23+00:00,SunsetPark58th,5.1,pm25
2023-05-04T15:41:23+00:00,Montgomery and JFK Blvd,0.0,pm25
2023-05-04T15:41:19+00:00,Red Hook Farms - Columbia Street Farm 1,6.3,pm25
2023-05-04T15:40:56+00:00,LESBreathe3,4.3,pm25
2023-05-04T15:40:49+00:00,LESBreathe2,6.8,pm25
2023-05-04T15:40:44+00:00,PM - Chung Pak 13th Floor Rooftop,4.2,pm25
2023-05-04T15:40:33+00:00,Red Hook Initiative,8.3,pm25
2023-05-04T15:40:25+00:00,Columbia St,8.4,pm25
2023-05-04T15:40:24+00:00,LESBreathe1,5.7,pm25
2023-05-04T15:40:10+00:00,LES Breathe 4 - Williamsburg Bridge,6.8,pm25
2023-05-04T15:40:09+00:00,Purple Lorraine,7.1,pm25
2023-05-04T15:40:05+00:00,NBN - Bushwick and McKibbin,7.0,pm25
2023-05-04T15:40:03+00:00,WESS EH s25,5.4,pm25
2023-05-04T15:40:02+00:00,MottAir01 Chinatown,26.6,pm25
2023-05-04T15:40:01+00:00,W36stNYC2,7.4,pm25
2023-05-04T15:39:58+00:00,Beach JC,5.0,pm25
2023-05-04T15:39:52+00:00,Adelphi St,2.9,pm25
2023-05-04T15:39:44+00:00,20th Street btw 6th &amp; 7th Ave,4.9,pm25
2023-05-04T15:39:28+00:00,PurpleRecords-2,7.4,pm25
2023-05-04T15:39:27+00:00,"Hoboken, NJ ",3.8,pm25
2023-05-04T15:39:27+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T15:39:24+00:00,LESBreathe5,4.1,pm25
2023-05-04T15:39:23+00:00,SunsetPark58th,4.3,pm25
2023-05-04T15:39:23+00:00,Montgomery and JFK Blvd,0.0,pm25
2023-05-04T15:39:19+00:00,Red Hook Farms - Columbia Street Farm 1,6.0,pm25
2023-05-04T15:39:18+00:00,NBN- Norman &amp; Russell,6.8,pm25
2023-05-04T15:38:56+00:00,LESBreathe3,4.7,pm25
2023-05-04T15:38:49+00:00,LESBreathe2,4.1,pm25
2023-05-04T15:38:45+00:00,PM - Chung Pak 4th Floor Rooftop,10.4,pm25
2023-05-04T15:38:43+00:00,PM - Chung Pak 13th Floor Rooftop,6.6,pm25
2023-05-04T15:38:39+00:00,WESS EH s25,5.6,pm25
2023-05-04T15:38:33+00:00,Red Hook Initiative,7.2,pm25
2023-05-04T15:38:24+00:00,Columbia St,12.7,pm25
2023-05-04T15:38:24+00:00,LESBreathe1,5.8,pm25
2023-05-04T15:38:18+00:00,Hell's Kitchen,5.9,pm25
2023-05-04T15:38:17+00:00,Driggs 285,5.9,pm25
2023-05-04T15:38:10+00:00,Purple Lorraine,6.9,pm25
2023-05-04T15:38:10+00:00,LES Breathe 4 - Williamsburg Bridge,7.5,pm25
2023-05-04T15:38:04+00:00,NBN - Bushwick and McKibbin,9.8,pm25
2023-05-04T15:38:02+00:00,MottAir01 Chinatown,10.5,pm25
2023-05-04T15:38:01+00:00,W36stNYC2,9.1,pm25
2023-05-04T15:37:58+00:00,Beach JC,5.8,pm25
2023-05-04T15:37:52+00:00,Adelphi St,2.9,pm25
2023-05-04T15:37:44+00:00,20th Street btw 6th &amp; 7th Ave,4.7,pm25
2023-05-04T15:37:28+00:00,PurpleRecords-2,6.7,pm25
2023-05-04T15:37:27+00:00,"Hoboken, NJ ",4.6,pm25
2023-05-04T15:37:26+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T15:37:24+00:00,LESBreathe5,4.3,pm25
2023-05-04T15:37:23+00:00,SunsetPark58th,4.4,pm25
2023-05-04T15:37:23+00:00,Montgomery and JFK Blvd,0.2,pm25
2023-05-04T15:37:19+00:00,Red Hook Farms - Columbia Street Farm 1,6.4,pm25
2023-05-04T15:36:56+00:00,LESBreathe3,4.6,pm25
2023-05-04T15:36:50+00:00,LESBreathe2,9.6,pm25
2023-05-04T15:36:45+00:00,PM - Chung Pak 4th Floor Rooftop,11.4,pm25
2023-05-04T15:36:43+00:00,PM - Chung Pak 13th Floor Rooftop,5.6,pm25
2023-05-04T15:36:33+00:00,Red Hook Initiative,6.5,pm25
2023-05-04T15:36:24+00:00,Columbia St,22.8,pm25
2023-05-04T15:36:24+00:00,LESBreathe1,6.1,pm25
2023-05-04T15:36:20+00:00,Hell's Kitchen,6.4,pm25
2023-05-04T15:36:02+00:00,MottAir01 Chinatown,8.3,pm25
2023-05-04T15:36:01+00:00,W36stNYC2,7.4,pm25
2023-05-04T15:35:58+00:00,Beach JC,5.6,pm25
2023-05-04T15:35:58+00:00,Adelphi St,2.3,pm25
2023-05-04T15:35:45+00:00,20th Street btw 6th &amp; 7th Ave,5.5,pm25
2023-05-04T15:35:31+00:00,Midtown-West,5.5,pm25
2023-05-04T15:35:27+00:00,"Hoboken, NJ ",5.4,pm25
2023-05-04T15:35:27+00:00,PurpleRecords-2,7.1,pm25
2023-05-04T15:35:24+00:00,LESBreathe5,4.1,pm25
2023-05-04T15:35:23+00:00,SunsetPark58th,5.1,pm25
2023-05-04T15:35:23+00:00,Montgomery and JFK Blvd,0.3,pm25
2023-05-04T15:35:19+00:00,Red Hook Farms - Columbia Street Farm 1,6.0,pm25
2023-05-04T15:34:56+00:00,LESBreathe3,4.6,pm25
2023-05-04T15:34:49+00:00,LESBreathe2,4.8,pm25
2023-05-04T15:34:45+00:00,PM - Chung Pak 4th Floor Rooftop,10.3,pm25
2023-05-04T15:34:43+00:00,PM - Chung Pak 13th Floor Rooftop,8.5,pm25
2023-05-04T15:34:33+00:00,Red Hook Initiative,5.8,pm25
2023-05-04T15:34:24+00:00,Columbia St,12.4,pm25
2023-05-04T15:34:24+00:00,LESBreathe1,6.2,pm25
2023-05-04T15:34:17+00:00,Driggs 285,5.8,pm25
2023-05-04T15:34:10+00:00,LES Breathe 4 - Williamsburg Bridge,8.0,pm25
2023-05-04T15:34:09+00:00,Purple Lorraine,7.1,pm25
2023-05-04T15:34:04+00:00,NBN - Bushwick and McKibbin,6.9,pm25
2023-05-04T15:34:03+00:00,WESS EH s25,5.3,pm25
2023-05-04T15:34:02+00:00,MottAir01 Chinatown,9.3,pm25
2023-05-04T15:34:01+00:00,W36stNYC2,7.7,pm25
2023-05-04T15:33:58+00:00,Beach JC,6.0,pm25
2023-05-04T15:33:49+00:00,Adelphi St,2.2,pm25
2023-05-04T15:33:44+00:00,20th Street btw 6th &amp; 7th Ave,5.0,pm25
2023-05-04T15:33:27+00:00,"Hoboken, NJ ",3.6,pm25
2023-05-04T15:33:27+00:00,PurpleRecords-2,7.1,pm25
2023-05-04T15:33:27+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T15:33:24+00:00,LESBreathe5,4.2,pm25
2023-05-04T15:33:23+00:00,Montgomery and JFK Blvd,0.1,pm25
2023-05-04T15:33:23+00:00,SunsetPark58th,5.0,pm25
2023-05-04T15:33:19+00:00,Red Hook Farms - Columbia Street Farm 1,6.2,pm25
2023-05-04T15:32:56+00:00,LESBreathe3,5.9,pm25
2023-05-04T15:32:49+00:00,LESBreathe2,5.0,pm25
2023-05-04T15:32:45+00:00,PM - Chung Pak 4th Floor Rooftop,9.5,pm25
2023-05-04T15:32:43+00:00,PM - Chung Pak 13th Floor Rooftop,12.1,pm25
2023-05-04T15:32:33+00:00,Red Hook Initiative,6.5,pm25
2023-05-04T15:32:27+00:00,Columbia St,8.3,pm25
2023-05-04T15:32:24+00:00,LESBreathe1,6.6,pm25
2023-05-04T15:32:10+00:00,LES Breathe 4 - Williamsburg Bridge,7.1,pm25
2023-05-04T15:32:09+00:00,Purple Lorraine,8.0,pm25
2023-05-04T15:32:04+00:00,NBN - Bushwick and McKibbin,7.5,pm25
2023-05-04T15:32:03+00:00,WESS EH s25,6.0,pm25
2023-05-04T15:32:02+00:00,MottAir01 Chinatown,15.0,pm25
2023-05-04T15:32:01+00:00,W36stNYC2,8.4,pm25
2023-05-04T15:31:58+00:00,Beach JC,4.4,pm25
2023-05-04T15:31:49+00:00,Adelphi St,2.7,pm25
2023-05-04T15:31:44+00:00,20th Street btw 6th &amp; 7th Ave,4.2,pm25
2023-05-04T15:31:31+00:00,Midtown-West,4.7,pm25
2023-05-04T15:31:27+00:00,PurpleRecords-2,7.3,pm25
2023-05-04T15:31:27+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T15:31:27+00:00,"Hoboken, NJ ",3.7,pm25
2023-05-04T15:31:24+00:00,LESBreathe5,5.6,pm25
2023-05-04T15:31:23+00:00,SunsetPark58th,5.4,pm25
2023-05-04T15:31:23+00:00,Montgomery and JFK Blvd,0.0,pm25
2023-05-04T15:31:19+00:00,Red Hook Farms - Columbia Street Farm 1,6.4,pm25
2023-05-04T15:30:56+00:00,LESBreathe3,6.1,pm25
2023-05-04T15:30:50+00:00,LESBreathe2,17.9,pm25
2023-05-04T15:30:45+00:00,PM - Chung Pak 4th Floor Rooftop,8.8,pm25
2023-05-04T15:30:43+00:00,PM - Chung Pak 13th Floor Rooftop,6.4,pm25
2023-05-04T15:30:33+00:00,Red Hook Initiative,6.2,pm25
2023-05-04T15:30:32+00:00,Columbia St,7.6,pm25
2023-05-04T15:30:24+00:00,LESBreathe1,5.9,pm25
